R.A.M.- Hybrid Technology,30387,30386,The Hybrid Technology Robotic Assembly Module is a special automated system designed to integrate ancient technology with the technological specifications of the four empires.,36000,36000,96000,96000
Subsystem Assembly Array,2772,30389,A mobile assembly facility where advanced subsystems and hulls of strategic cruisers can be manufactured

3 manufacturing slots:
Base time multiplier: 1.0
Base material multiplier: 1.0

(Note: Tech III hulls cannot be assembled at starbase structures.  The hulls and subsystems can only be assembled whilst docked in a station.),276480,276480,276480,276480
Civilian EM Ward Field,30421,30420,"Boosts shield resistance against EM damage.<br><br>Penalty: Using more than one type of this module, or similar modules that affect the same resistance type, will result in a penalty to the boost you get on that type of resistance.",12000,12000,12000,9000
Civilian Explosive Deflection Field,30423,30422,"Boosts shield resistance against explosive damage.<br><br>Penalty: Using more than one type of this module, or similar modules that affect the same resistance type, will result in a penalty to the boost you get on that type of resistance.",12000,12000,12000,9000
Civilian Kinetic Deflection Field,30425,30424,"Boosts shield resistance against kinetic damage.<br><br>Penalty: Using more than one type of this module, or similar modules that affect the same resistance type, will result in a penalty to the boost you get on that type of resistance",12000,12000,12000,9000
Metallofullerene Plating,30465,30464,"Metallofullerene plating is used to protect the connective joins in hull and subsystem structures so that Tech III vessels can be taken apart and put back together endlessly, all without the risk of wear. Mechanical engineers first attempted to create the plating using plutonium metallofullerenes, but it was quickly discovered that even miniscule amounts of them had a sizeable impact on ship mass. When integrated into armor plating in larger amounts, they also risked turning the vessel into a giant warhead, something even less desirable. 

A solution was finally found. Tiny amounts of metallofullerenes would be integrated in conjunction with far larger quantities of graphene nanoribbons and then coated in powdered C-540 graphite. This process allowed the material to maintain structural durability whilst keeping mass down. The last and most ingenious addition was to incorporate fulleroferrocene into the metal beneath layers of electromechanical hull sheeting. This had the effect of turning the normally dangerous explosive reactions into kinetic energy, which could then be used to supplement the power supply to local nanoassemblers.",20000,10000,1500000,1000000
Electromechanical Interface Nexus,30467,30466,"When integrated into a starship with other components, an EMI Nexus is used to facilitate manual control over numerous electromechanical systems which, by default, run in an automated manner according to their programmed roles. Typically, the EMI Nexus acts as a conduit between a capsuleer and their ship, serving as an interface through which they can operate normally automated electromechanical systems, such as a Central System Controller. Other more simple tasks, such as the activation of a ship's modules, also frequently rely on these components.",20000,10000,1500000,1000000
Neurovisual Output Analyzer,30471,30470,"As a capsuleer, few things are more important in space-flight than the ability to instantly gauge one's surroundings and make decisions accordingly. For this reason, capsules inside starships make frequent use of neurovisual reproductions; emulations that recreate external stimuli using the most low-latency processor available: the human brain. This process relies on digital relays from camera drones and monitoring systems embedded into the hull. After the data is captured, it is then relayed directly into the brain, at which point the external surrounds are recreated almost instantaneously.

The synthetic translation of external stimuli into neurovisual imagery is incredibly risky, even relative to the standard hazards of pod piloting. Even though capsuleers have an innate resistance to neurobiological damage from these sorts of processes, the near- constant exposure to them has been linked to increased risk of aggressive neurodegenerative diseases. In recent years, engineers have begun to integrate neurovisual output analyzers into a starship's electronics systems. These devices monitor the pilot's status and, if necessary, take measures to protect against anything from mild headaches to catastrophic neural failure.",20000,10000,1500000,1000000
Nanowire Composites,30475,30474,"Nanowire composites function as connective links between subsystems. Graphene nanoribbons form the base of the components, carrying electrical power between other devices integrated into electromechanical hull sheets. A final coating of thermal diffusion film ensures efficient heat dispersion, allowing a starship captain to overload modules connected to subsystems without risking the entire vessel.",20000,10000,1500000,1000000
Fulleroferrocene Power Conduits,30477,30476,"These conduits supply power to minute, molecular-level devices. Extremely strong and yet surprising flexible, they have traditionally been used in rare situations where the normal methods of power supply were rendered impossible. The advent of Tech III starship technology and the influx of fullerene-based materials have seen the conduits take on new and more widespread roles. 

The addition or removal of a single subsystem in a Tech III vessel can drastically change the ship's structure, and with it the internal wiring and available power supply routes.  Fulleroferrocene power conduits have become an essential component in the construction of these new vessels for this very reason. The conduits can be remapped through a ship with relative ease, allowing for the near-endless variations of subsystems to be completely interchangeable without posing any problems of how to power them.",20000,10000,1500000,1000000
Reconfigured Subspace Calibrator,30479,30478,"Subspace calibrators perform the crucial role of tuning in on subspace frequencies. Being able to accurately pinpoint a destination on the other side of a wormhole is vital to interstellar travel, as it allows pilots to traverse wormholes safe in the knowledge that they won't accidentally arrive out the other side at the centre of a sun. 

This particular calibrator was produced from a combination of fullerene polymers and salvaged Sleeper technology. The unique grouping enables some drastic reconfigurations to the basic design. The end result is a vastly increased efficiency in calculation time. Due to the modular design of Tech III vessels, tuning into subspace frequencies must be done individually for each subsystem. The development of this particular component has been an important time-saver in an area where mere seconds can mean life or death.",20000,10000,1500000,1000000
Hybrid Polymer Silo,2747,30655,Specialized container designed to store and handle polymers used in the production of hybrid components,216000,216000,216000,216000
Polymer Reactor Array,2795,30656,The polymer reactor array is used to mix fullerenes with minerals and other materials to form hybrid polymers.

Only Hybrid Reactions will work in this array.,345600,345600,345600,345600
Relic Analyzer II,30833,30832,An archaeology system used to analyze and search ancient ruins. ,24000,24000,800000,120000
Data Analyzer II,30835,30834,A Hacking system used to override electronic security systems. ,24000,24000,800000,120000
Salvager II,30837,30836,A specialized scanner used to detect salvageable items in ship wrecks.,24000,24000,800000,120000
Civilian Damage Control,30840,30839,"Utilizes a combination of containment field emitters and redundancy systems to prevent critical system damage. 

Grants a bonus to resistance for shield, armor and hull.

Only one Damage Control can be activated at a given time.",12000,12000,12000,9000
Interbus Shuttle,30843,30842,"Interbus commissioned Duvolle Laboratories to design them an upgraded shuttlecraft in YC 106. The result was this vessel, which combines compact size with a surprisingly large cargo hold - ideal for the multipurpose transportation that Interbus specializes in.

The ship remained a closely-guarded Interbus asset for many years, but in YC111 it was made available to select capsuleer pilots as part of an outreach programme intended to raise awareness of the Interbus brand among the growing capsuleer population. It remains, however, a very rare sight among the spacelanes and is considered by many to be a valuable collector's item.",120000,120000,120000,90000
Small Trimark Armor Pump I,30988,30987,This ship modification is designed to increase a ship's total armor hit points at the expense of max velocity.,30000,30000,30000,22500
Capital Trimark Armor Pump I,30994,30993,This ship modification is designed to increase a ship's total armor hit points at the expense of max velocity.,240000,240000,240000,180000
Small Anti-EM Pump I,30998,30997,This ship modification is designed to increase a ship's armor EM resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Anti-EM Pump I,31000,30999,This ship modification is designed to increase a ship's armor EM resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Anti-EM Pump I,31002,31001,This ship modification is designed to increase a ship's armor EM resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Anti-EM Pump II,31004,31003,This ship modification is designed to increase a ship's armor EM resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Anti-EM Pump II,31006,31005,This ship modification is designed to increase a ship's armor EM resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Anti-EM Pump II,31008,31007,This ship modification is designed to increase a ship's armor EM resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Anti-Explosive Pump I,31010,31009,This ship modification is designed to increase a ship's armor explosive resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Anti-Explosive Pump I,31012,31011,This ship modification is designed to increase a ship's armor explosive resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Anti-Explosive Pump I,31014,31013,This ship modification is designed to increase a ship's armor explosive resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Anti-Explosive Pump II,31016,31015,This ship modification is designed to increase a ship's armor explosive resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Anti-Explosive Pump II,31018,31017,This ship modification is designed to increase a ship's armor explosive resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Anti-Explosive Pump II,31020,31019,This ship modification is designed to increase a ship's armor explosive resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Anti-Kinetic Pump I,31022,31021,This ship modification is designed to increase a ship's armor kinetic resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Anti-Kinetic Pump I,31024,31023,This ship modification is designed to increase a ship's armor kinetic resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Anti-Kinetic Pump I,31026,31025,This ship modification is designed to increase a ship's armor kinetic resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Anti-Kinetic Pump II,31028,31027,This ship modification is designed to increase a ship's armor kinetic resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Anti-Kinetic Pump II,31030,31029,This ship modification is designed to increase a ship's armor kinetic resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Anti-Kinetic Pump II,31032,31031,This ship modification is designed to increase a ship's armor kinetic resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Anti-Thermic Pump I,31034,31033,This ship modification is designed to increase a ship's armor thermal resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Anti-Thermic Pump I,31036,31035,This ship modification is designed to increase a ship's armor thermal resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Anti-Thermic Pump I,31038,31037,This ship modification is designed to increase a ship's armor thermal resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Anti-Thermic Pump II,31040,31039,This ship modification is designed to increase a ship's armor thermal resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Anti-Thermic Pump II,31042,31041,This ship modification is designed to increase a ship's armor thermal resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Anti-Thermic Pump II,31044,31043,This ship modification is designed to increase a ship's armor thermal resistance at the expense of max velocity.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Auxiliary Nano Pump I,31046,31045,This ship modification is designed to increase a ship's armor repairer repair amount at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Auxiliary Nano Pump I,31048,31047,This ship modification is designed to increase a ship's armor repairer repair amount at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Auxiliary Nano Pump II,31050,31049,This ship modification is designed to increase a ship's armor repairer repair amount at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Auxiliary Nano Pump II,31052,31051,This ship modification is designed to increase a ship's armor repairer repair amount at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Auxiliary Nano Pump II,31054,31053,This ship modification is designed to increase a ship's armor repairer repair amount at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Medium Trimark Armor Pump I,31056,31055,This ship modification is designed to increase a ship's total armor hit points at the expense of max velocity.,60000,60000,60000,45000
Small Trimark Armor Pump II,31058,31057,This ship modification is designed to increase a ship's total armor hit points at the expense of max velocity.,150000,150000,150000,112500
Medium Trimark Armor Pump II,31060,31059,This ship modification is designed to increase a ship's total armor hit points at the expense of max velocity.,300000,300000,300000,225000
Capital Trimark Armor Pump II,31062,31061,This ship modification is designed to increase a ship's total armor hit points at the expense of max velocity.,1200000,1200000,1200000,900000
Small Nanobot Accelerator I,31064,31063,This ship modification is designed to reduce a ship's armor repair cycle duration at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Nanobot Accelerator I,31066,31065,This ship modification is designed to reduce a ship's armor repair cycle duration at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Nanobot Accelerator I,31068,31067,This ship modification is designed to reduce a ship's armor repair cycle duration at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Nanobot Accelerator II,31070,31069,This ship modification is designed to reduce a ship's armor repair cycle duration at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Nanobot Accelerator II,31072,31071,This ship modification is designed to reduce a ship's armor repair cycle duration at the expense of increased power grid need for them.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Medium Remote Repair Augmentor I,31074,31073,This ship modification is designed to reduce the capacitor need for a ship's remote armor repair modules at the expense of max velocity.
,60000,60000,60000,45000
Capital Remote Repair Augmentor I,31076,31075,This ship modification is designed to reduce the capacitor need for a ship's remote armor repair modules at the expense of max velocity.,240000,240000,240000,180000
Small Remote Repair Augmentor II,31078,31077,This ship modification is designed to reduce the capacitor need for a ship's remote armor repair modules at the expense of max velocity.,150000,150000,150000,112500
Medium Remote Repair Augmentor II,31080,31079,This ship modification is designed to reduce the capacitor need for a ship's remote armor repair modules at the expense of max velocity.,300000,300000,300000,225000
Capital Remote Repair Augmentor II,31082,31081,This ship modification is designed to reduce the capacitor need for a ship's remote armor repair modules at the expense of max velocity.,1200000,1200000,1200000,900000
Small Salvage Tackle I,31084,31083,This ship modification is designed to increase a ship's chance of salvage retrieval at the expense of max velocity.,30000,30000,30000,22500
Medium Salvage Tackle I,31086,31085,This ship modification is designed to increase a ship's chance of salvage retrieval at the expense of max velocity.,60000,60000,60000,45000
Capital Salvage Tackle I,31088,31087,This ship modification is designed to increase a ship's chance of salvage retrieval at the expense of max velocity.,240000,240000,240000,180000
Small Salvage Tackle II,31090,31089,This ship modification is designed to increase a ship's chance of salvage retrieval at the expense of max velocity.,150000,150000,150000,112500
Medium Salvage Tackle II,31092,31091,This ship modification is designed to increase a ship's chance of salvage retrieval at the expense of max velocity.,300000,300000,300000,225000
Capital Salvage Tackle II,31094,31093,This ship modification is designed to increase a ship's chance of salvage retrieval at the expense of max velocity.,1200000,1200000,1200000,900000
Small Auxiliary Thrusters I,31106,31105,This ship modification is designed to increase a ship's max velocity at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Auxiliary Thrusters I,31108,31107,This ship modification is designed to increase a ship's max velocity at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Auxiliary Thrusters I,31110,31109,This ship modification is designed to increase a ship's max velocity at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Auxiliary Thrusters II,31112,31111,This ship modification is designed to increase a ship's max velocity at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Auxiliary Thrusters II,31114,31113,This ship modification is designed to increase a ship's max velocity at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Auxiliary Thrusters II,31116,31115,This ship modification is designed to increase a ship's max velocity at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Cargohold Optimization I,31118,31117,This ship modification is designed to increase a ship's cargo capacity at the expense of armor amount.,30000,30000,30000,22500
Medium Cargohold Optimization I,31120,31119,This ship modification is designed to increase a ship's cargo capacity at the expense of armor amount.,60000,60000,60000,45000
Capital Cargohold Optimization I,31122,31121,This ship modification is designed to increase a ship's cargo capacity at the expense of armor amount.,240000,240000,240000,180000
Small Cargohold Optimization II,31124,31123,This ship modification is designed to increase a ship's cargo capacity at the expense of armor amount.,150000,150000,150000,112500
Medium Cargohold Optimization II,31126,31125,This ship modification is designed to increase a ship's cargo capacity at the expense of armor amount.,300000,300000,300000,225000
Capital Cargohold Optimization II,31128,31127,This ship modification is designed to increase a ship's cargo capacity at the expense of armor amount.,1200000,1200000,1200000,900000
Small Dynamic Fuel Valve I,31130,31129,This ship modification is designed to reduce the capacitor need of a ship's afterburner and microwarpdrive modules at the expense of armor amount.
,30000,30000,30000,22500
Medium Dynamic Fuel Valve I,31132,31131,This ship modification is designed to reduce the capacitor need of a ship's afterburner and microwarpdrive modules at the expense of armor amount.
,60000,60000,60000,45000
Capital Dynamic Fuel Valve I,31134,31133,This ship modification is designed to reduce the capacitor need of a ship's afterburner and microwarpdrive modules at the expense of armor amount.
,240000,240000,240000,180000
Small Dynamic Fuel Valve II,31136,31135,This ship modification is designed to reduce the capacitor need of a ship's afterburner and microwarpdrive modules at the expense of armor amount.
,150000,150000,150000,112500
Medium Dynamic Fuel Valve II,31138,31137,This ship modification is designed to reduce the capacitor need of a ship's afterburner and microwarpdrive modules at the expense of armor amount.
,300000,300000,300000,225000
Capital Dynamic Fuel Valve II,31140,31139,This ship modification is designed to reduce the capacitor need of a ship's afterburner and microwarpdrive modules at the expense of armor amount.
,1200000,1200000,1200000,900000
Small Engine Thermal Shielding I,31142,31141,This ship modification is designed to increase the duration of a ship's afterburner or microwarpdrive modules at the expense of armor amount.,30000,30000,30000,22500
Medium Engine Thermal Shielding I,31144,31143,This ship modification is designed to increase the duration of a ship's afterburner or microwarpdrive modules at the expense of armor amount.,60000,60000,60000,45000
Capital Engine Thermal Shielding I,31146,31145,This ship modification is designed to increase the duration of a ship's afterburner or microwarpdrive modules at the expense of armor amount.,240000,240000,240000,180000
Small Engine Thermal Shielding II,31148,31147,This ship modification is designed to increase the duration of a ship's afterburner or microwarpdrive modules at the expense of armor amount.,150000,150000,150000,112500
Medium Engine Thermal Shielding II,31150,31149,This ship modification is designed to increase the duration of a ship's afterburner or microwarpdrive modules at the expense of armor amount.,300000,300000,300000,225000
Capital Engine Thermal Shielding II,31152,31151,This ship modification is designed to increase the duration of a ship's afterburner or microwarpdrive modules at the expense of armor amount.,1200000,1200000,1200000,900000
Small Low Friction Nozzle Joints I,31154,31153,This ship modification is designed to increase a ship's agility at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Low Friction Nozzle Joints I,31156,31155,This ship modification is designed to increase a ship's agility at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Low Friction Nozzle Joints I,31158,31157,This ship modification is designed to increase a ship's agility at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Hyperspatial Velocity Optimizer I,31160,31159,This ship modification is designed to increase a ship's warp speed at the expense of the ship's CPU capacity.,30000,30000,30000,22500
Medium Hyperspatial Velocity Optimizer I,31162,31161,This ship modification is designed to increase a ship's warp speed at the expense of the ship's CPU capacity.,60000,60000,60000,45000
Capital Hyperspatial Velocity Optimizer I,31164,31163,This ship modification is designed to increase a ship's warp speed at the expense of the ship's CPU capacity.,240000,240000,240000,180000
Small Hyperspatial Velocity Optimizer II,31166,31165,This ship modification is designed to increase a ship's warp speed at the expense of the ship's CPU capacity.,150000,150000,150000,112500
Medium Hyperspatial Velocity Optimizer II,31168,31167,This ship modification is designed to increase a ship's warp speed at the expense of the ship's CPU capacity.,300000,300000,300000,225000
Capital Hyperspatial Velocity Optimizer II,31170,31169,This ship modification is designed to increase a ship's warp speed at the expense of the ship's CPU capacity.,1200000,1200000,1200000,900000
Small Low Friction Nozzle Joints II,31172,31171,This ship modification is designed to increase a ship's agility at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Low Friction Nozzle Joints II,31174,31173,This ship modification is designed to increase a ship's agility at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Low Friction Nozzle Joints II,31176,31175,This ship modification is designed to increase a ship's agility at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Polycarbon Engine Housing I,31178,31177,This ship modification is designed to increase ship's velocity and maneuverability at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,30000,30000,30000,22500
Medium Polycarbon Engine Housing I,31180,31179,This ship modification is designed to increase ship's velocity and maneuverability at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,60000,60000,60000,45000
Capital Polycarbon Engine Housing I,31182,31181,This ship modification is designed to increase ship's velocity and maneuverability at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,240000,240000,240000,180000
Small Polycarbon Engine Housing II,31184,31183,This ship modification is designed to increase ship's velocity and maneuverability at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,150000,150000,150000,112500
Medium Polycarbon Engine Housing II,31186,31185,This ship modification is designed to increase ship's velocity and maneuverability at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,300000,300000,300000,225000
Capital Polycarbon Engine Housing II,31188,31187,This ship modification is designed to increase ship's velocity and maneuverability at the expense of armor amount.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,1200000,1200000,1200000,900000
Small Warp Core Optimizer I,31190,31189,This ship modification is designed to reduce a ship's capacitor need for initiating warp at the expense of the ship's CPU capacity.,30000,30000,30000,22500
Medium Warp Core Optimizer I,31192,31191,This ship modification is designed to reduce a ship's capacitor need for initiating warp at the expense of the ship's CPU capacity.,60000,60000,60000,45000
Capital Warp Core Optimizer I,31194,31193,This ship modification is designed to reduce a ship's capacitor need for initiating warp at the expense of the ship's CPU capacity.,240000,240000,240000,180000
Small Warp Core Optimizer II,31196,31195,This ship modification is designed to reduce a ship's capacitor need for initiating warp at the expense of the ship's CPU capacity.,150000,150000,150000,112500
Medium Warp Core Optimizer II,31198,31197,This ship modification is designed to reduce a ship's capacitor need for initiating warp at the expense of the ship's CPU capacity.,300000,300000,300000,225000
Capital Warp Core Optimizer II,31200,31199,This ship modification is designed to reduce a ship's capacitor need for initiating warp at the expense of the ship's CPU capacity.,1200000,1200000,1200000,900000
Small Emission Scope Sharpener I,31202,31201,This ship modification is designed to increase the efficiency of a ship's relic modules.,30000,30000,30000,22500
Medium Emission Scope Sharpener I,31204,31203,This ship modification is designed to increase the efficiency of a ship's relic modules.,60000,60000,60000,45000
Capital Emission Scope Sharpener I,31206,31205,This ship modification is designed to increase the efficiency of a ship's relic modules.,240000,240000,240000,180000
Small Emission Scope Sharpener II,31208,31207,This ship modification is designed to increase the efficiency of a ship's relic modules.,150000,150000,150000,112500
Medium Emission Scope Sharpener II,31210,31209,This ship modification is designed to increase the efficiency of a ship's relic modules.,300000,300000,300000,225000
Capital Emission Scope Sharpener II,31212,31211,This ship modification is designed to increase the efficiency of a ship's relic modules.,1200000,1200000,1200000,900000
Small Gravity Capacitor Upgrade I,31214,31213,This ship modification is designed to increase a ship's scan probe strength.,30000,30000,30000,22500
Medium Gravity Capacitor Upgrade I,31216,31215,This ship modification is designed to increase a ship's scan probe strength.,60000,60000,60000,45000
Capital Gravity Capacitor Upgrade I,31218,31217,This ship modification is designed to increase a ship's scan probe strength.,240000,240000,240000,180000
Small Gravity Capacitor Upgrade II,31221,31220,This ship modification is designed to increase a ship's scan probe strength.,150000,150000,150000,112500
Medium Gravity Capacitor Upgrade II,31223,31222,This ship modification is designed to increase a ship's scan probe strength.,300000,300000,300000,225000
Capital Gravity Capacitor Upgrade II,31225,31224,This ship modification is designed to increase a ship's scan probe strength.,1200000,1200000,1200000,900000
Small Liquid Cooled Electronics I,31227,31226,This ship modification is designed to reduce the CPU need of modules which require the electronics upgrades skill.
,30000,30000,30000,22500
Medium Liquid Cooled Electronics I,31229,31228,This ship modification is designed to reduce the CPU need of modules which require the electronics upgrades skill.
,60000,60000,60000,45000
Capital Liquid Cooled Electronics I,31231,31230,This ship modification is designed to reduce the CPU need of modules which require the electronics upgrades skill.
,240000,240000,240000,180000
Small Liquid Cooled Electronics II,31233,31232,This ship modification is designed to reduce the CPU need of modules which require the electronics upgrades skill.
,150000,150000,150000,112500
Medium Liquid Cooled Electronics II,31235,31234,This ship modification is designed to reduce the CPU need of modules which require the electronics upgrades skill.
,300000,300000,300000,225000
Capital Liquid Cooled Electronics II,31237,31236,This ship modification is designed to reduce the CPU need of modules which require the electronics upgrades skill.
,1200000,1200000,1200000,900000
Small Memetic Algorithm Bank I,31239,31238,This ship modification is designed to increase the efficiency of a ship's data modules.
,30000,30000,30000,22500
Medium Memetic Algorithm Bank I,31241,31240,This ship modification is designed to increase the efficiency of a ship's data modules.
,60000,60000,60000,45000
Capital Memetic Algorithm Bank I,31243,31242,This ship modification is designed to increase the efficiency of a ship's data modules.,240000,240000,240000,180000
Small Memetic Algorithm Bank II,31245,31244,This ship modification is designed to increase the efficiency of a ship's data modules.
,150000,150000,150000,112500
Medium Memetic Algorithm Bank II,31247,31246,This ship modification is designed to increase the efficiency of a ship's data modules.
,300000,300000,300000,225000
Capital Memetic Algorithm Bank II,31249,31248,This ship modification is designed to increase the efficiency of a ship's data modules.
,1200000,1200000,1200000,900000
Small Signal Disruption Amplifier I,31251,31250,This ship modification is designed to reduce a ship's capacitor need for ECM and ECM Burst modules.
,30000,30000,30000,22500
Medium Signal Disruption Amplifier I,31253,31252,This ship modification is designed to reduce a ship's capacitor need for ECM and ECM Burst modules.
,60000,60000,60000,45000
Capital Signal Disruption Amplifier I,31255,31254,This ship modification is designed to reduce a ship's capacitor need for ECM and ECM Burst modules.
,240000,240000,240000,180000
Small Signal Disruption Amplifier II,31257,31256,This ship modification is designed to reduce a ship's capacitor need for ECM and ECM Burst modules.
,150000,150000,150000,112500
Medium Signal Disruption Amplifier II,31259,31258,This ship modification is designed to reduce a ship's capacitor need for ECM and ECM Burst modules.
,300000,300000,300000,225000
Capital Signal Disruption Amplifier II,31261,31260,This ship modification is designed to reduce a ship's capacitor need for ECM and ECM Burst modules.
,1200000,1200000,1200000,900000
Small Inverted Signal Field Projector I,31263,31262,This ship modification is designed to increase the effectiveness of fitted remote sensor dampeners at the expense of shields.

